pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2024-07-04,87.9,-2.59,5.62,"Santana, Dennis",686780,642701,double,hit_into_play,,,,,5,Pedro Pagés doubles (2) on a sharp line drive to left fielder Bryan Reynolds. Michael Siani scores.,R,R,R,PIT,STL,X,7,line_drive,1,0,2024,0.07,0.16,0.1013610177234801,2.2124980973296013,672279,,,1,10,Top,104.5,43.81,,,,,6.374652918991934,-128.0793450326011,-2.5603058764732984,-0.3250736553839669,22.82372850965205,-30.146239361892142,3.25,1.52,327,103.8,15,88.6,2654,6.3,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.18,0.611,0.632,1.25,1,1,1,5,68,2,Slider,1,1,1,1,2,1,2,1,Strategic,Standard,158,-0.183,0.534,71.2,7.2,,0.888,-0.534,103.8,0,0,0.51,0.49,28,25,28,26,1,3,2,4,2,1,2.75,-0.07,-0.07,35.4,4.975566480796762,-2.453392344658549,30.746801379187904,38.72528497156289,35.1212790798162
FF,2024-07-04,94.8,-2.65,5.6,"Santana, Dennis",686780,642701,,ball,,,,,8,,R,R,R,PIT,STL,B,,,0,0,2024,-1.09,0.95,0.0924403331822847,1.5973069240398958,672279,,,1,10,Top,,,,,,,9.57267394881784,-137.58918047219004,-6.893586761751662,-15.94731870816333,29.598129461057457,-18.679114124007075,3.21912457593891,1.44790304353735,,,,94.6,2543,6.3,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.24,,,,,,,,68,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,229,0.186,0.038,,,,,-0.038,,0,0,0.324,0.6759999999999999,28,25,28,26,1,3,2,4,2,1,1.59,1.09,1.09,29.4,,,,,
SL,2024-07-04,87.3,-2.57,5.59,"Santana, Dennis",665877,642701,field_out,hit_into_play,,,,,6,"José Fermín grounds out, second baseman Nick Gonzales to first baseman Connor Joe. Michael Siani to 3rd.",R,R,R,PIT,STL,X,4,ground_ball,2,2,2024,0.18,-0.04,0.7347916928865573,2.212619145026291,,672279,,0,10,Top,144.18,147.23,,,,,7.558814637673426,-127.03670576015816,-1.960858056118508,0.5499469252338968,23.51892026563392,-32.40182417933339,3.34,1.51,71,84.3,4,87.4,2613,6.2,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.34,0.333,0.3,0.0,1,0,0,2,67,5,Slider,1,1,1,1,1,1,1,1,Standard,Standard,128,-0.003,-0.176,54.6,6.9,,0.374,0.176,88.0,0,0,0.516,0.484,28,25,28,25,1,3,2,1,2,48,3.0,-0.18,-0.18,31.5,3.438172519939112,15.226510235909766,25.799420788913988,43.258209454627504,28.4728417738098
FF,2024-07-04,95.9,-2.49,5.79,"Santana, Dennis",665877,642701,,ball,,,,,11,,R,R,R,PIT,STL,B,,,1,2,2024,-0.95,1.19,-0.5131719354233031,4.071893145355575,,672279,,0,10,Top,,,,,,,7.32012221087014,-139.58347747933942,-1.6664251282175893,-14.063039897153711,30.087186687675825,-16.35145450689308,3.46543181583527,1.67735899863472,,,,95.6,2591,6.0,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.52,,,,,,,,67,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,222,-0.017,0.053,,,,,-0.053,,0,0,0.533,0.4669999999999999,28,25,28,25,1,3,2,1,2,48,1.27,0.95,0.95,35.4,,,,,
FF,2024-07-04,96.6,-2.35,5.84,"Santana, Dennis",665877,642701,,ball,,,,,11,,R,R,R,PIT,STL,B,,,0,2,2024,-0.78,1.39,-0.6844240125012767,3.6665249466726464,,672279,,0,10,Top,,,,,,,6.166113835429109,-140.5016669465424,-3.35465853608509,-11.812855376993596,32.720674726531584,-13.17887414385945,3.46667965134701,1.55225588423869,,,,95.9,2613,6.0,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.54,,,,,,,,67,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,222,-0.011,0.031,,,,,-0.031,,0,0,0.544,0.4559999999999999,28,25,28,25,1,3,2,1,2,48,1.06,0.78,0.78,35.7,,,,,
SL,2024-07-04,88.3,-2.64,5.67,"Santana, Dennis",665877,642701,,called_strike,,,,,5,,R,R,R,PIT,STL,S,,,0,1,2024,0.2,0.15,0.2658844832173265,2.466745951344713,,672279,,0,10,Top,,,,,,,6.637292053753869,-128.547671181498,-2.071722978824659,0.9324426803640992,24.950145208625997,-30.2784496353533,3.50684888358615,1.63522797794705,,,,88.3,2607,6.1,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.41,,,,,,,,67,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,183,0.028,-0.067,,,,,0.067,,0,0,0.516,0.484,28,25,28,25,1,3,2,1,2,48,2.75,-0.2,-0.2,33.0,,,,,
SL,2024-07-04,86.4,-2.63,5.68,"Santana, Dennis",665877,642701,,called_strike,,,,,9,,R,R,R,PIT,STL,S,,,0,0,2024,0.19,0.01,0.708844287245639,1.5727806250357328,,672279,,0,10,Top,,,,,,,7.542998109883019,-125.6116366141366,-3.5985359305746103,0.5642166169342896,24.22299732673152,-31.552217598285583,3.42208804017288,1.55107104525941,,,,86.4,2486,6.2,745484,663698,656582,693304,663647,665833,668804,572191,669261,54.27,,,,,,,,67,1,Slider,1,1,1,1,1,1,1,1,Strategic,Standard,147,0.183,-0.035,,,,,0.035,,0,0,0.333,0.667,28,25,28,25,1,3,2,1,2,48,3.04,-0.19,-0.19,33.3,,,,,
CH,2024-07-04,85.6,1.93,5.43,"King, John",658668,667463,field_out,hit_into_play,,,,,9,Edward Olivares flies out to right fielder Alec Burleson.,R,R,L,PIT,STL,X,9,fly_ball,1,1,2024,1.4,0.41,0.4448433469146235,2.137572982409769,,,,2,9,Bot,199.65,125.88,,,,,-6.284440238526472,-124.52901957791218,-2.345928658676009,15.76715933805782,23.11725895211733,-27.65354821321149,3.63,1.72,257,86.0,51,85.5,1732,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.45,0.016,0.019,0.0,1,0,0,3,66,3,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,119,-0.034,-0.244,78.6,7.5,,0.026,0.244,88.0,0,0,0.534,0.534,29,28,30,28,1,0,2,1,3,3,2.68,1.4,-1.4,24.8,9.710189377579606,0.6936337415325641,33.499456486363286,35.58542029507624,28.072458044830427
SI,2024-07-04,94.6,2.0,5.43,"King, John",658668,667463,,ball,,,,,11,,R,R,L,PIT,STL,B,,,0,1,2024,1.05,0.49,-0.9635598892316666,2.8478236081948345,,,,2,9,Bot,,,,,,,-10.013175099429551,-137.60627497356262,-2.2053440339478323,15.364151288271804,26.163529474390305,-25.63864197473316,3.71240951913797,1.76123428954024,,,,94.8,2302,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.37,,,,,,,,66,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,126,0.003,0.029,,,,,-0.029,,0,0,0.531,0.531,29,28,30,28,1,0,2,1,3,3,2.03,1.05,-1.05,32.7,,,,,
CH,2024-07-04,85.4,1.98,5.36,"King, John",658668,667463,,called_strike,,,,,9,,R,R,L,PIT,STL,S,,,0,0,2024,1.2,0.53,0.7051705100053616,1.724837840882747,,,,2,9,Bot,,,,,,,-5.3804907647674485,-124.33527956532151,-3.4201538516199514,13.482535399598245,21.34178519211012,-26.17133965044499,3.67119928328763,1.76123037010409,,,,85.5,1677,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.49,,,,,,,,66,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,118,-0.005,-0.041,,,,,0.041,,0,0,0.536,0.536,29,28,30,28,1,0,2,1,3,3,2.55,1.2,-1.2,24.6,,,,,
SI,2024-07-04,94.5,1.99,5.33,"King, John",656582,667463,field_out,hit_into_play,,,,,5,"Connor Joe grounds out, shortstop Masyn Winn to first baseman Paul Goldschmidt.",R,R,L,PIT,STL,X,6,ground_ball,3,2,2024,1.12,0.23,0.2588655527085639,2.4534612910236007,,,,1,9,Bot,112.06,162.98,,,,,-6.967263861145792,-137.58564803045184,-2.3588936612635303,15.717599059697845,28.16146765972059,-28.89952432860493,3.24,1.51,18,105.5,-7,94.3,2248,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.51,0.335,0.35,0.0,1,0,0,2,65,6,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,123,-0.054,-0.332,73.3,6.9,,0.335,0.332,105.5,0,0,0.59,0.59,29,31,30,32,1,3,2,1,3,2,2.3,1.12,-1.12,23.8,2.511439827426378,7.36277610378445,28.38920317889059,37.1438032943304,30.55953887762848
SI,2024-07-04,94.1,1.88,5.39,"King, John",656582,667463,,called_strike,,,,,2,,R,R,L,PIT,STL,S,,,3,1,2024,1.31,0.3,0.1830834928109177,3.2698023859759555,,,,1,9,Bot,,,,,,,-7.265605442382794,-136.9682341475735,-0.45901966392723,18.078781765914133,29.375986912371957,-28.561125066879523,3.28104998889816,1.55107750846084,,,,93.8,2196,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.48,,,,,,,,65,5,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,127,-0.013,-0.092,,,,,0.092,,0,0,0.603,0.603,29,31,30,32,1,3,2,1,3,2,2.27,1.31,-1.31,24.1,,,,,
CH,2024-07-04,86.8,2.02,5.3,"King, John",656582,667463,,ball,,,,,13,,R,R,L,PIT,STL,B,,,2,1,2024,1.34,0.49,-0.5031214254494152,1.0185922617521317,,,,1,9,Bot,,,,,,,-8.753139458450542,-126.14165471153996,-5.105826611380305,16.04561806132704,22.19621349200408,-26.16023696930203,3.19918801700293,1.5100018446784,,,,86.9,1704,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.35,,,,,,,,65,4,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,121,0.016,0.122,,,,,-0.122,,0,0,0.587,0.587,29,31,30,32,1,3,2,1,3,2,2.51,1.34,-1.34,21.3,,,,,
CH,2024-07-04,85.3,1.98,5.4,"King, John",656582,667463,,ball,,,,,14,,R,R,L,PIT,STL,B,,,1,1,2024,1.18,0.25,0.2478916799023609,0.917901767409433,,,,1,9,Bot,,,,,,,-6.414067184195448,-124.2662503883309,-4.871179169373201,13.431240219667558,19.452842789304512,-28.958436277577924,3.19917378913505,1.51000075463687,,,,85.8,1642,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.44,,,,,,,,65,3,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,118,0.007,0.059,,,,,-0.059,,0,0,0.58,0.58,29,31,30,32,1,3,2,1,3,2,2.82,1.18,-1.18,23.6,,,,,
SI,2024-07-04,93.6,1.88,5.37,"King, John",656582,667463,,foul,,,,,5,,R,R,L,PIT,STL,S,,,1,0,2024,0.83,0.4,-0.1081387958805915,2.456825365239641,,,,1,9,Bot,,,,,,,-6.952436271246649,-136.2742924761227,-2.7194003713671613,11.833128103770388,26.19360537805836,-26.81186247613425,3.24,1.51,4,89.0,-33,93.8,2158,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.41,,,,,,,,65,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,131,-0.007,-0.051,69.0,7.8,,,0.051,89.0,0,0,0.587,0.587,29,31,30,32,1,3,2,1,3,2,2.17,0.83,-0.83,22.7,23.32798643699365,-14.5440204110905,28.836538649294724,32.28541203529055,36.19436260113146
CH,2024-07-04,83.6,2.08,5.38,"King, John",656582,667463,,ball,,,,,12,,R,R,L,PIT,STL,B,,,0,0,2024,1.22,0.13,1.862105824749248,2.9950317236741326,,,,1,9,Bot,,,,,,,-2.8875237996843595,-121.7845869618604,0.5844629992106134,12.770460078651718,21.307336753201763,-31.14636261422704,3.23999808959125,1.55085308801043,,,,83.5,1584,5.9,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.58,,,,,,,,65,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,118,0.005,0.039,,,,,-0.039,,0,0,0.582,0.582,29,31,30,32,1,3,2,1,3,2,3.09,1.22,-1.22,23.6,,,,,
SI,2024-07-04,94.2,1.83,5.43,"King, John",665833,667463,field_out,hit_into_play,,,,,4,"Oneil Cruz grounds out, pitcher John King to first baseman Paul Goldschmidt.",R,L,L,PIT,STL,X,1,ground_ball,2,2,2024,0.98,0.28,-0.4868417445502297,2.808609329489645,,,,0,9,Bot,136.3,170.86,,,,,-8.140416161992313,-136.9984455623127,-1.7821783209951578,14.076998677724342,27.298339783274237,-28.42121676064172,3.8,1.8,1,,-74,94.1,2173,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.47,,,0.0,,0,0,,64,5,Sinker,1,1,1,1,1,1,1,1,Infield shade,Strategic,128,-0.048,-0.227,71.6,6.5,,,0.227,,0,0,0.63,0.63,29,25,30,26,1,3,2,1,3,1,2.27,0.98,0.98,28.3,-10.541420948797873,25.145523535534565,31.568255074496424,43.45272251925637,12.362262474449864
SL,2024-07-04,84.3,1.98,5.36,"King, John",665833,667463,,ball,,,,,13,,R,L,L,PIT,STL,B,,,1,2,2024,-0.21,-0.15,-1.236867823341695,-0.2244142296552711,,,,0,9,Bot,,,,,,,-7.029846105469921,-122.5579679322544,-6.336492957283889,-0.8862075897225653,22.17211155801673,-32.68473083491715,3.7588143880321,1.84121967767251,,,,84.3,2805,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.37,,,,,,,,64,4,Slider,1,1,1,1,1,1,1,1,Infield shade,Strategic,328,0.008,0.04,,,,,-0.04,,0,0,0.622,0.622,29,25,30,26,1,3,2,1,3,1,3.34,-0.21,-0.21,26.8,,,,,
SL,2024-07-04,84.1,1.89,5.32,"King, John",665833,667463,,ball,,,,,13,,R,L,L,PIT,STL,B,,,0,2,2024,-0.29,-0.05,-1.6860944692775606,1.5260020452739125,,,,0,9,Bot,,,,,,,-7.675475953726972,-122.29297207486869,-2.3315919863804244,-1.4896129846400132,22.607883182046184,-32.45869797691435,3.88237419586347,1.88243896268138,,,,83.9,2701,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.46,,,,,,,,64,3,Slider,1,1,1,1,1,1,1,1,Infield shade,Strategic,323,0.006,0.023,,,,,-0.023,,0,0,0.616,0.616,29,25,30,26,1,3,2,1,3,1,3.26,-0.29,-0.29,26.3,,,,,
SI,2024-07-04,92.4,1.79,5.47,"King, John",665833,667463,,called_strike,,,,,14,,R,L,L,PIT,STL,S,,,0,1,2024,1.42,0.54,0.8449529038315777,1.9891359517056784,,,,0,9,Bot,,,,,,,-5.457776555491062,-134.44600422723775,-4.215874076841064,18.404113721170607,29.61923377346245,-24.86897767205905,4.0573688046795,1.97514633203792,,,,91.9,2143,6.0,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.5,,,,,,,,64,2,Sinker,1,1,1,1,1,1,1,1,Standard,Strategic,128,-0.014,-0.054,,,,,0.054,,0,0,0.63,0.63,29,25,30,26,1,3,2,1,3,1,2.13,1.42,1.42,27.4,,,,,
SI,2024-07-04,92.5,1.94,5.44,"King, John",665833,667463,,called_strike,,,,,7,,R,L,L,PIT,STL,S,,,0,0,2024,1.29,0.29,-0.3482808667257162,2.2340004029975296,,,,0,9,Bot,,,,,,,-8.620626104539296,-134.45171156221943,-2.976914960185132,17.5505592791274,29.32510118833852,-28.258017960044103,3.97969204547604,1.9798291182903,,,,92.0,2114,6.1,745484,686780,502671,665877,571448,691026,680977,672279,676475,54.41,,,,,,,,64,1,Sinker,1,1,1,1,1,1,1,1,Standard,Strategic,128,-0.009,-0.037,,,,,0.037,,0,0,0.639,0.639,29,25,30,26,1,3,2,1,3,1,2.39,1.29,1.29,26.2,,,,,
ST,2024-07-04,85.8,-2.14,5.38,"Holderman, Colin",572761,670059,strikeout,called_strike,,,,,9,Matt Carpenter called out on strikes.,R,L,R,PIT,STL,S,2,,1,2,2024,0.78,0.86,0.3550927825621263,2.0278232427599288,571448,680977,,2,9,Top,,,,,,,4.332597121288569,-125.01887529244914,-3.4660940225446555,7.374916611218996,23.318121715946948,-22.6847750008843,3.8010950880081,1.83112804068279,,,,86.0,2694,6.2,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.31,,0.0,0.0,1,0,0,,63,4,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,79,0.102,-0.2,,,,,0.2,,0,0,0.537,0.4629999999999999,28,38,29,39,1,0,1,2,3,6,2.21,-0.78,0.78,26.0,,,,,
ST,2024-07-04,84.6,-2.29,5.32,"Holderman, Colin",572761,670059,,swinging_strike,,,,,2,,R,L,R,PIT,STL,S,,,1,1,2024,0.31,0.86,-0.239985392022312,3.4005948490127347,571448,680977,,2,9,Top,,,,,,,4.197739809004987,-123.2025362755477,0.1082311330757505,2.36118987093042,22.515111585057795,-23.54578810330065,3.76,1.79,,,,85.3,2500,6.5,745484,663698,642133,693304,663647,665833,668804,669261,656582,53.97,,,,,,,,63,3,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,88,0.036,-0.072,68.8,7.5,0.858253236,,0.072,,0,0,0.501,0.499,28,38,29,39,1,0,1,2,3,6,2.3,-0.31,0.31,24.4,16.409740060315762,5.105070190800696,32.721605514738044,39.572304548738686,20.1386911398288
FC,2024-07-04,91.5,-2.08,5.42,"Holderman, Colin",572761,670059,,called_strike,,,,,4,,R,L,R,PIT,STL,S,,,1,0,2024,0.18,0.66,-0.7312427162873797,3.120437271117781,571448,680977,,2,9,Top,,,,,,,3.0363937375901444,-133.417590804448,-1.491716549688272,1.6526213060103392,23.5154078845907,-24.075677739809556,3.75999844861616,1.83125507517201,,,,92.6,2417,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.05,,,,,,,,63,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,197,0.01,-0.03,,,,,0.03,,0,0,0.491,0.509,28,38,29,39,1,0,1,2,3,6,2.01,-0.18,0.18,25.0,,,,,
FC,2024-07-04,93.5,-2.1,5.49,"Holderman, Colin",572761,670059,,ball,,,,,1,,R,L,R,PIT,STL,B,,,0,0,2024,0.11,0.56,-0.7343672150931337,3.855684983567042,571448,680977,,2,9,Top,,,,,,,3.287815835406375,-136.39064603954594,0.1789639056887876,0.8181555040314836,23.99978971743323,-25.332880403362022,3.84327514928855,1.9150045413759,,,,94.4,2463,6.3,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.24,,,,,,,,63,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,195,-0.003,0.021,,,,,-0.021,,0,0,0.494,0.506,28,38,29,39,1,0,1,2,3,6,2.0,-0.11,0.11,26.8,,,,,
FC,2024-07-04,92.2,-2.01,5.39,"Holderman, Colin",680977,670059,double,hit_into_play,,,,,5,Brendan Donovan doubles (19) on a line drive to right fielder Connor Joe. Nolan Arenado to 3rd.,R,L,R,PIT,STL,X,9,line_drive,0,0,2024,-0.32,0.6,0.0346933160055551,2.24741571655116,,,571448,2,9,Top,214.28,105.17,,,,,5.919542116886128,-134.29287704300566,-3.557855990432898,-4.996271444002345,25.436757109216398,-24.290343810117704,3.3,1.59,316,90.3,25,93.1,2534,6.5,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.02,0.108,0.131,1.25,1,1,1,3,62,1,Cutter,1,1,1,1,1,1,1,1,Standard,Strategic,203,-0.08,0.865,74.0,7.6,,0.216,-0.865,90.3,0,0,0.574,0.426,28,27,29,27,1,3,1,1,3,1,2.04,0.32,-0.32,25.4,16.480406592745133,-14.371628178864237,30.01677445150526,36.75438848159766,40.32352635468199
ST,2024-07-04,84.7,-2.18,5.31,"Holderman, Colin",571448,670059,single,hit_into_play,,,,,6,"Umpire reviewed (play at 1st), call on the field was overturned: Nolan Arenado singles on a ground ball to pitcher Colin Holderman.",R,R,R,PIT,STL,X,1,ground_ball,0,1,2024,1.15,0.63,0.5054389818883414,2.233177072057172,,,,2,9,Top,132.91,195.7,,,,,3.967672077160718,-123.50846591340914,-2.1882905875388987,11.211206824784549,21.738262036339645,-25.469516207676943,3.44,1.67,2,51.2,-56,85.3,2456,6.3,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.22,0.216,0.226,0.9,1,1,0,1,61,2,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,81,-0.036,0.373,64.7,8.8,,0.216,-0.373,88.0,0,0,0.61,0.39,28,33,29,33,1,3,1,1,3,1,2.5,-1.15,-1.15,24.4,27.465831887966203,-26.31069788742104,31.082384617059372,41.28935069873095,48.515314431275954
FC,2024-07-04,91.2,-1.92,5.55,"Holderman, Colin",571448,670059,,called_strike,,,,,2,,R,R,R,PIT,STL,S,,,0,0,2024,0.52,0.42,-0.1060858112862824,3.0938260305376915,,,,2,9,Top,,,,,,,3.4741894252835133,-132.91493556185227,-1.2411023248681117,5.499202843847877,25.786218187317036,-27.165236594911207,3.39896982536862,1.62894270250853,,,,91.9,2449,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.1,,,,,,,,61,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,176,0.005,-0.041,,,,,0.041,,0,0,0.605,0.395,28,33,29,33,1,3,1,1,3,1,2.3,-0.52,-0.52,28.5,,,,,
SI,2024-07-04,97.7,-2.03,5.5,"Holderman, Colin",502671,670059,strikeout,foul_tip,,,,,13,Paul Goldschmidt strikes out on a foul tip.,R,R,R,PIT,STL,S,2,,3,2,2024,-1.17,0.62,-1.0303831027884178,2.283279803108816,,,,1,9,Top,,,,,,,5.396089459240887,-142.2602297516659,-4.632142792475327,-17.15746775225295,31.25967679593665,-22.89555442404485,3.57,1.62,,,,98.2,2360,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.07,,0.0,0.0,1,0,0,,60,7,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,220,0.056,-0.332,73.7,7.5,,,0.332,,0,0,0.549,0.4509999999999999,28,36,29,37,1,3,1,1,3,1,1.76,1.17,1.17,25.2,11.893543696186743,-9.200172087477908,36.155569422846185,28.782445908151047,21.70228601550801
ST,2024-07-04,84.5,-2.02,5.6,"Holderman, Colin",502671,670059,,foul,,,,,2,,R,R,R,PIT,STL,S,,,3,2,2024,0.58,0.77,0.1903749459084232,3.40904456248541,,,,1,9,Top,,,,,,,3.991738516618957,-123.0259150344674,-0.2795180218392169,5.129266635332882,24.261820642495163,-24.502357639717427,3.57,1.62,135,83.7,73,84.7,2443,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.14,,,,,,,,60,6,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,88,0.0,0.0,71.0,8.0,,,0.0,88.0,0,0,0.549,0.4509999999999999,28,36,29,37,1,3,1,1,3,1,2.42,-0.58,-0.58,26.0,20.65697862617669,-20.83620351448608,22.67073982248774,43.2582689643062,34.49557270255988
FC,2024-07-04,92.7,-1.99,5.62,"Holderman, Colin",502671,670059,,foul,,,,,1,,R,R,R,PIT,STL,S,,,3,1,2024,0.13,0.85,-0.3068022733074624,2.975658789668683,,,,1,9,Top,,,,,,,4.033524083808682,-135.0486898338402,-2.88343343707652,0.7481979108189846,27.61523714204889,-21.30950369828708,3.57,1.62,,,,93.2,2456,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.11,,,,,,,,60,5,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,200,0.014,-0.092,71.4,7.2,,,0.092,,0,0,0.535,0.4649999999999999,28,36,29,37,1,3,1,1,3,1,1.78,-0.13,-0.13,30.5,6.757251185289888,12.697867534188727,31.2335569938794,38.89416373327788,14.836121473941958
FC,2024-07-04,91.9,-2.0,5.66,"Holderman, Colin",502671,670059,,called_strike,,,,,6,,R,R,R,PIT,STL,S,,,3,0,2024,0.17,0.72,0.3766162828406074,2.7192511251065925,,,,1,9,Top,,,,,,,5.675806460900586,-133.83895254945946,-3.2493567347895738,0.9995609566655504,25.57813768434562,-23.048323679450423,3.52919405706432,1.57916138367355,,,,92.7,2440,6.4,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.06,,,,,,,,60,4,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,194,0.012,-0.081,,,,,0.081,,0,0,0.523,0.477,28,36,29,37,1,3,1,1,3,1,1.95,-0.17,-0.17,31.7,,,,,
FC,2024-07-04,92.3,-1.94,5.54,"Holderman, Colin",502671,670059,,ball,,,,,14,,R,R,R,PIT,STL,B,,,2,0,2024,-0.02,0.89,1.3638233960453312,1.9644969923597049,,,,1,9,Top,,,,,,,8.474484767000504,-134.26304872669957,-5.314443195274622,-1.818406135387589,25.326368254039664,-20.44983548119413,3.52920851976685,1.57917744527103,,,,93.2,2394,6.6,745484,663698,642133,693304,663647,665833,668804,669261,656582,53.95,,,,,,,,60,3,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,201,-0.018,0.139,,,,,-0.139,,0,0,0.541,0.4589999999999999,28,36,29,37,1,3,1,1,3,1,1.76,0.02,0.02,29.8,,,,,
ST,2024-07-04,84.1,-2.22,5.55,"Holderman, Colin",502671,670059,,ball,,,,,11,,R,R,R,PIT,STL,B,,,1,0,2024,0.91,0.53,-1.762430495299652,4.239298072582305,,,,1,9,Top,,,,,,,-0.7365219328401917,-122.50523035152644,2.265259352607727,9.326542129553664,23.715984002346893,-27.464604630229648,3.52918412490477,1.57915148339269,,,,83.9,2632,6.1,745484,663698,642133,693304,663647,665833,668804,669261,656582,54.45,,,,,,,,60,2,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,86,-0.011,0.072,,,,,-0.072,,0,0,0.552,0.4479999999999999,28,36,29,37,1,3,1,1,3,1,2.68,-0.91,-0.91,23.9,,,,,
FC,2024-07-04,93.3,-1.89,5.42,"Holderman, Colin",502671,670059,,ball,,,,,14,,R,R,R,PIT,STL,B,,,0,0,2024,0.21,0.51,2.7843272197101103,0.7860430779361409,,,,1,9,Top,,,,,,,11.57623603167889,-135.32221552644995,-7.323011629008183,0.3068125850721734,26.88983692847728,-24.52839678576657,3.4883879452119,1.57916348563312,,,,93.8,2566,6.5,745484,663698,642133,693304,663647,665833,668804,669261,656582,53.95,,,,,,,,60,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,195,-0.006,0.039,,,,,-0.039,,0,0,0.558,0.4419999999999999,28,36,29,37,1,3,1,1,3,1,2.11,-0.21,-0.21,25.8,,,,,
