pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-07-04,93.6,2.21,6.15,"Sánchez, Cristopher",664023,650911,,ball,,,,,12,,R,R,L,CHC,PHI,B,,,2,1,2024,1.35,0.35,1.7268257421332118,2.7231582140486683,,641355,673548,0,4,Bot,,,,,,,-4.311684992008856,-136.29407785469613,-3.962372811093122,17.807485866259057,28.04686126434981,-27.20866354232021,3.50477261145718,1.61000245194936,,,,95.3,2024,7.1,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.38,,,,,,,,29,4,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,112,0.029,0.137,,,,,-0.137,,-2,-2,0.443,0.443,27,29,28,30,2,1,6,1,6,1,2.24,1.35,-1.35,34.8,,,,,
SL,2024-07-04,84.3,1.99,6.03,"Sánchez, Cristopher",664023,650911,,ball,,,,,13,,R,R,L,CHC,PHI,B,,,1,1,2024,0.09,-0.15,-0.104603122381331,0.9614251921800868,,641355,673548,0,4,Bot,,,,,,,-5.107663805266463,-122.6928504410694,-5.181510955202935,1.865861422665358,23.68847476308074,-32.91480512633934,3.48172876057456,1.60199913655115,,,,85.5,1922,7.0,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.52,,,,,,,,29,3,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,321,0.013,0.053,,,,,-0.053,,-2,-2,0.43,0.43,27,29,28,30,2,1,6,1,6,1,3.35,0.09,-0.09,32.8,,,,,
CH,2024-07-04,85.3,2.16,5.94,"Sánchez, Cristopher",664023,650911,,blocked_ball,,,,,14,,R,R,L,CHC,PHI,B,,,0,1,2024,1.45,0.0,0.7213110007704662,0.2018634185159418,,641355,673548,0,4,Bot,,,,,,,-6.431059938138928,-124.00235193266428,-7.321988450097697,16.287040898292325,24.06886243075051,-30.94362449481124,3.51956090623955,1.60981212809772,,,,86.9,1956,7.3,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.24,,,,,,,,29,2,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,105,0.007,0.034,,,,,-0.034,,-2,-2,0.423,0.423,27,29,28,30,2,1,6,1,6,1,3.13,1.45,-1.45,28.8,,,,,
CH,2024-07-04,84.2,2.14,5.99,"Sánchez, Cristopher",664023,650911,,foul_bunt,,,,,4,,R,R,L,CHC,PHI,S,,,0,0,2024,1.13,0.0,-0.5270827746600546,2.4623345302962694,,641355,673548,0,4,Bot,,,,,,,-8.594912916940102,-122.38959498469812,-1.901247452765072,12.972165307576748,21.434746162069576,-31.97127410500333,3.52,1.61,,,,86.2,1900,7.4,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.14,,,,,,,,29,1,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,102,-0.01,-0.044,7.5,1.3,,,0.044,88.0,-2,-2,0.433,0.433,27,29,28,30,2,1,6,1,6,1,3.19,1.13,-1.13,29.7,47.44491969341696,157.7848956288284,8.005041451021295,35.99890470894424,28.184680965696728
SI,2024-07-04,94.8,2.16,6.15,"Sánchez, Cristopher",673548,650911,single,hit_into_play,,,,,6,Seiya Suzuki singles on a ground ball to right fielder David Dahl. Cody Bellinger to 2nd.,R,R,L,CHC,PHI,X,9,ground_ball,0,1,2024,1.25,0.41,0.3934203003512415,2.320701749301411,,,641355,0,4,Bot,181.37,109.17,,,,,-7.518177832516372,-137.80872800308708,-5.330250557162888,17.58938851578597,29.384691090000988,-25.98539870637121,3.2,1.45,89,108.8,3,96.2,2203,7.1,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.45,0.574,0.516,0.9,1,1,0,4,28,2,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,121,0.081,0.491,73.6,6.3,,0.62,-0.491,108.8,-2,-2,0.352,0.352,27,29,28,30,2,1,6,1,6,1,2.12,1.25,-1.25,32.1,-9.412034215260194,25.11788976810052,31.410533239105902,43.32970719412547,18.80782805079784
SI,2024-07-04,93.8,1.99,6.08,"Sánchez, Cristopher",673548,650911,,called_strike,,,,,7,,R,R,L,CHC,PHI,S,,,0,0,2024,1.15,0.43,-0.6676814722212465,1.7255610260724477,,,641355,0,4,Bot,,,,,,,-9.536638699678411,-136.29976758979518,-6.609168998737943,16.365387602163274,27.7484361002219,-25.545015657333902,3.16950320802027,1.41949249448349,,,,95.3,2180,7.1,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.41,,,,,,,,28,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,118,-0.007,-0.042,,,,,0.042,,-2,-2,0.359,0.359,27,29,28,30,2,1,6,1,6,1,2.15,1.15,-1.15,34.8,,,,,
SI,2024-07-04,92.8,2.1,5.94,"Sánchez, Cristopher",641355,650911,walk,ball,,,,,13,Cody Bellinger walks.,R,L,L,CHC,PHI,B,,,3,1,2024,1.35,0.49,-1.5652760165841555,0.8386009908758785,,,,0,4,Bot,,,,,,,-12.49445736359782,-134.381749071468,-8.43927756773524,18.96293340136968,27.76849995945665,-24.50751626544294,3.74853090315534,1.78075013399737,,,,94.2,2082,7.2,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.25,,0.689131,0.7,1,0,0,,27,5,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,116,0.029,0.287,,,,,-0.287,,-2,-2,0.33,0.33,27,28,28,29,2,1,6,1,6,1,2.17,1.35,1.35,31.2,,,,,
CH,2024-07-04,84.9,2.24,5.98,"Sánchez, Cristopher",641355,650911,,ball,,,,,13,,R,L,L,CHC,PHI,B,,,2,1,2024,1.36,-0.14,-0.6148514710696729,1.075786107404245,,,,0,4,Bot,,,,,,,-9.534490273397054,-123.34688763722728,-4.950104354511167,15.707545823197703,22.727064225230976,-32.854192746597846,3.74994070803076,1.78224571591925,,,,86.4,2046,7.2,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.35,,,,,,,,27,4,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,104,0.014,0.122,,,,,-0.122,,-2,-2,0.316,0.316,27,28,28,29,2,1,6,1,6,1,3.29,1.36,1.36,28.8,,,,,
SI,2024-07-04,94.0,2.11,6.14,"Sánchez, Cristopher",641355,650911,,called_strike,,,,,13,,R,L,L,CHC,PHI,S,,,2,0,2024,1.23,0.76,-0.3836624876893046,1.522998931773915,,,,0,4,Bot,,,,,,,-9.326054117672385,-136.47250875019537,-8.066978506388589,17.406654269280814,27.372911357931027,-21.051695811334827,3.74486642667846,1.77104568576404,,,,95.5,2208,7.1,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.43,,,,,,,,27,3,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,121,-0.009,-0.065,,,,,0.065,,-2,-2,0.325,0.325,27,28,28,29,2,1,6,1,6,1,1.81,1.23,1.23,33.9,,,,,
SL,2024-07-04,84.9,2.15,6.16,"Sánchez, Cristopher",641355,650911,,ball,,,,,13,,R,L,L,CHC,PHI,B,,,1,0,2024,-0.06,-0.16,-0.1936777006059155,1.2525222516302303,,,,0,4,Bot,,,,,,,-5.412587012920409,-123.62760926049796,-4.917833313209603,0.3689688436758694,23.22368498540319,-33.071174780893024,3.74952562778699,1.75091410254286,,,,86.0,2067,6.8,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.68,,,,,,,,27,2,Slider,0,2,0,2,2,0,0,2,Standard,Standard,311,0.009,0.069,,,,,-0.069,,-2,-2,0.316,0.316,27,28,28,29,2,1,6,1,6,1,3.3,-0.06,-0.06,33.8,,,,,
SI,2024-07-04,93.6,2.11,6.11,"Sánchez, Cristopher",641355,650911,,ball,,,,,13,,R,L,L,CHC,PHI,B,,,0,0,2024,1.25,0.63,-0.2849690985670647,1.335697740136477,,,,0,4,Bot,,,,,,,-9.043837951405456,-135.87696144274503,-8.070731705976709,17.365049034142224,27.25125158054278,-22.83097276206589,3.68628624754098,1.78001748259582,,,,95.0,2177,7.0,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.46,,,,,,,,27,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,119,0.005,0.038,,,,,-0.038,,-2,-2,0.311,0.311,27,28,28,29,2,1,6,1,6,1,1.97,1.25,1.25,30.8,,,,,
ST,2024-07-04,81.4,-1.43,6.08,"Taillon, Jameson",665019,592791,strikeout,foul_tip,,,,,14,Kody Clemens strikes out on a foul tip.,R,L,R,CHC,PHI,S,2,,2,2,2024,1.27,0.28,0.997607852578767,1.08364331959437,,,,2,4,Top,,,,,,,3.046600288531617,-118.64147567786064,-5.287504607324392,11.553872486283458,20.062896971936507,-28.74946558404553,3.5,1.68,,,,82.6,2745,6.8,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.73,,0.0,0.0,1,0,0,,26,5,Sweeper,0,2,2,0,2,0,2,0,Infield shade,Standard,59,0.008,-0.219,68.4,8.3,,,0.219,,-2,2,0.303,0.6970000000000001,32,28,33,28,2,1,6,2,5,2,3.11,-1.27,1.27,44.5,26.779558751341725,-34.64075937128977,38.9742183604778,24.91984701474464,53.68405257917018
FF,2024-07-04,93.8,-1.18,6.01,"Taillon, Jameson",665019,592791,,ball,,,,,14,,R,L,R,CHC,PHI,B,,,1,2,2024,-0.68,1.31,1.268175846575812,2.324700744347777,,,,2,4,Top,,,,,,,7.910901908985662,-136.3219786293551,-6.7994865504648265,-10.122476212044834,27.381961980638856,-14.4447830406705,3.49834332583806,1.64761060309934,,,,94.9,2276,6.8,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.7,,,,,,,,26,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,211,-0.002,0.039,,,,,-0.039,,-2,2,0.305,0.6950000000000001,32,28,33,28,2,1,6,2,5,2,1.26,0.68,-0.68,46.1,,,,,
ST,2024-07-04,82.5,-1.16,6.16,"Taillon, Jameson",665019,592791,,swinging_strike,,,,,14,,R,L,R,CHC,PHI,S,,,1,1,2024,0.8,-0.37,1.0307064160479755,1.511656846218019,,,,2,4,Top,,,,,,,3.436165309553258,-120.1968548646478,-3.374924080257954,7.095852201889159,23.56647725758505,-35.29605181278959,3.5,1.68,,,,83.1,2809,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.85,,,,,,,,26,3,Sweeper,0,2,2,0,2,0,2,0,Standard,Standard,51,0.003,-0.064,64.9,8.3,1.000971324,,0.064,,-2,2,0.302,0.698,32,28,33,28,2,1,6,2,5,2,3.71,-0.8,0.8,47.7,27.144857329257697,-42.53226558869624,31.323357708773305,25.98003086721819,57.65588488589269
FF,2024-07-04,93.4,-1.22,6.04,"Taillon, Jameson",665019,592791,,foul,,,,,6,,R,L,R,CHC,PHI,S,,,1,0,2024,-0.68,1.2,0.7295542803301617,2.427799301030616,,,,2,4,Top,,,,,,,6.545680646259665,-135.84004261980346,-6.23744139033376,-9.800647742063685,29.30572498280128,-16.11449037180467,3.5,1.68,205,73.1,24,94.1,2337,6.7,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.82,,,,,,,,26,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,204,0.001,-0.051,64.1,5.8,,,0.051,88.0,-2,2,0.301,0.6990000000000001,32,28,33,28,2,1,6,2,5,2,1.41,0.68,-0.68,41.8,-6.957198462501644,17.968968357035752,36.822911250503495,27.78086471244625,20.311874084924497
FF,2024-07-04,92.5,-1.32,6.0,"Taillon, Jameson",665019,592791,,ball,,,,,14,,R,L,R,CHC,PHI,B,,,0,0,2024,-0.67,1.22,0.9152677336147538,1.072311290847824,,,,2,4,Top,,,,,,,7.198375726305899,-134.26719997430487,-9.480237729733805,-9.6482710824977,28.11429254069523,-15.52289799717902,3.53072652808879,1.7107396446635,,,,93.2,2318,6.8,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.75,,,,,,,,26,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,211,-0.001,0.04,,,,,-0.04,,-2,2,0.302,0.698,32,28,33,28,2,1,6,2,5,2,1.45,0.67,-0.67,41.4,,,,,
ST,2024-07-04,81.3,-1.35,6.06,"Taillon, Jameson",592206,592791,home_run,hit_into_play,,,,,5,Nick Castellanos homers (12) on a fly ball to left center field.,R,R,R,CHC,PHI,X,,fly_ball,1,1,2024,1.14,-0.12,0.0443713002311116,2.729338215109015,,,,2,4,Top,43.94,55.81,,,,,0.9587043227284532,-118.52136910517028,-0.6912373924053934,10.608076269393834,20.75087114978807,-33.42109677096066,3.78,1.79,407,108.4,25,82.2,2785,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.86,0.914,1.82959375,2.0,1,0,3,6,25,3,Sweeper,0,1,1,0,2,0,2,0,Standard,Standard,63,-0.116,2.606,76.6,7.7,,3.597,-2.606,108.4,-1,1,0.418,0.5820000000000001,32,32,33,32,2,1,6,1,5,1,3.54,-1.14,-1.14,43.3,16.792907956437144,-11.176870960889955,37.59414372207643,35.472965885097736,37.9307047274335
FC,2024-07-04,87.2,-1.26,6.16,"Taillon, Jameson",592206,592791,,swinging_strike,,,,,14,,R,R,R,CHC,PHI,S,,,1,0,2024,0.68,0.65,1.2977113420082549,2.294669140361868,,,,2,4,Top,,,,,,,4.783295609218054,-126.96572668393009,-4.538539147776691,6.547993430835792,23.87811984716546,-24.465596897569355,3.78,1.79,,,,88.0,2666,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.91,,,,,,,,25,2,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,157,0.002,-0.051,75.2,8.3,4.952665416,,0.051,,-1,1,0.416,0.5840000000000001,32,32,33,32,2,1,6,1,5,1,2.33,-0.68,-0.68,45.5,21.898254345272026,-13.272780441738568,34.51352645006977,51.4874690043294,36.17891778404275
SI,2024-07-04,93.8,-1.24,6.03,"Taillon, Jameson",592206,592791,,ball,,,,,14,,R,R,R,CHC,PHI,B,,,0,0,2024,-0.99,0.95,0.1880649194805521,1.2100210455330596,,,,2,4,Top,,,,,,,5.9350761006186,-136.31681342489324,-8.943576122595207,-13.662409568635608,28.01804614737053,-18.559506891892227,3.9065412154287,1.88568211759508,,,,94.8,2224,6.8,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.68,,,,,,,,25,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,208,-0.001,0.04,,,,,-0.04,,-1,1,0.417,0.583,32,32,33,32,2,1,6,1,5,1,1.63,0.99,0.99,42.4,,,,,
FC,2024-07-04,88.7,-1.35,6.05,"Taillon, Jameson",669016,592791,field_out,hit_into_play,,,,,14,Brandon Marsh lines out to first baseman Patrick Wisdom.,R,L,R,CHC,PHI,X,3,line_drive,1,1,2024,0.47,0.89,0.9121655487220586,1.9914865767373373,,,,1,4,Top,158.17,152.36,,,,,4.577599526759758,-129.1796544539543,-5.857067914097939,4.571414854115032,22.03130320601201,-21.222003055041743,3.15,1.49,145,83.0,12,89.8,2571,6.5,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.99,0.608,0.562,0.0,1,0,0,4,24,3,Cutter,0,1,1,0,1,0,1,0,Infield shade,Standard,176,0.016,-0.243,71.9,7.3,,0.684,0.243,88.0,-1,1,0.401,0.599,32,26,33,27,2,1,6,2,5,2,1.96,-0.47,0.47,47.1,10.71580790665751,-1.6558631613695758,44.87845519297999,29.662873511435283,30.2957008446668
CH,2024-07-04,87.0,-1.24,6.15,"Taillon, Jameson",669016,592791,,foul,,,,,4,,R,L,R,CHC,PHI,S,,,1,0,2024,-1.17,0.77,-0.6833219074395398,2.3787931753380565,,,,1,4,Top,,,,,,,3.761236580146103,-126.738275533034,-4.53678782010086,-13.3849541256409,23.057717213703057,-23.17554535943381,3.15,1.49,116,64.1,14,88.0,1845,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.92,,,,,,,,24,2,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,228,0.003,-0.051,,,,,0.051,88.0,-1,1,0.398,0.602,32,26,33,27,2,1,6,2,5,2,2.21,1.17,-1.17,44.8,,,,,
CU,2024-07-04,80.0,-1.22,6.25,"Taillon, Jameson",669016,592791,,ball,,,,,14,,R,L,R,CHC,PHI,B,,,0,0,2024,0.71,-0.92,0.5248675232575939,1.3501134223345632,,,,1,4,Top,,,,,,,2.5123289207020445,-116.62694849631151,-2.4071670099475657,6.087572500346712,21.117302683383976,-40.3672174583011,3.08822457450368,1.52132194782099,,,,80.7,2755,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.89,,,,,,,,24,1,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,48,-0.002,0.039,,,,,-0.039,,-1,1,0.4,0.6,32,26,33,27,2,1,6,2,5,2,4.46,-0.71,0.71,48.2,,,,,
CU,2024-07-04,80.7,-1.06,6.3,"Taillon, Jameson",664761,592791,field_out,hit_into_play,,,,,8,Alec Bohm flies out to right fielder Seiya Suzuki.,R,R,R,CHC,PHI,X,9,fly_ball,1,2,2024,0.7,-0.99,0.1809288084248648,1.9206899240883128,,,,0,4,Top,175.85,98.18,,,,,1.425520318793913,-117.61523043147182,-1.222166306014665,6.257114664206604,22.35722873792672,-41.33342257644972,3.58,1.64,279,89.1,38,81.2,2843,6.5,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.97,0.016,0.024,0.0,1,0,0,3,23,5,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,47,0.016,-0.186,74.1,7.7,,0.04,0.186,89.1,-1,1,0.384,0.616,32,27,33,28,2,1,6,1,5,1,4.48,-0.7,-0.7,48.4,5.888885493475452,-2.033737347281708,35.26344271443854,40.38398433303604,33.17249065918016
ST,2024-07-04,82.1,-1.19,6.1,"Taillon, Jameson",664761,592791,,foul,,,,,14,,R,R,R,CHC,PHI,S,,,1,2,2024,1.34,-0.12,1.365733168758869,2.325608703756573,,,,0,4,Top,,,,,,,3.224538342555136,-119.53087164422875,-1.7842024208905802,12.226254314470872,22.872725784021167,-33.19210252270694,3.58,1.64,174,63.1,37,82.7,2707,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.86,,,,,,,,23,4,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,62,0.0,0.0,58.1,7.4,,,0.0,88.0,-1,1,0.384,0.616,32,27,33,28,2,1,6,1,5,1,3.5,-1.34,-1.34,44.3,-9.019885234803288,13.553139080993382,24.278440334558063,56.44100625576715,19.71264698168445
ST,2024-07-04,83.0,-1.14,6.16,"Taillon, Jameson",664761,592791,,ball,,,,,14,,R,R,R,CHC,PHI,B,,,0,2,2024,0.95,0.37,1.5408780716454842,0.8983630063062353,,,,0,4,Top,,,,,,,4.309678762904887,-120.74873856800784,-6.382518951622921,8.558838054621896,21.37906564915999,-27.59826778444427,3.57999914776047,1.67072902934849,,,,83.9,2677,6.7,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.82,,,,,,,,23,3,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,67,-0.002,0.023,,,,,-0.023,,-1,1,0.386,0.614,32,27,33,28,2,1,6,1,5,1,2.92,-0.95,-0.95,45.7,,,,,
SI,2024-07-04,91.8,-1.18,6.12,"Taillon, Jameson",664761,592791,,called_strike,,,,,7,,R,R,R,CHC,PHI,S,,,0,1,2024,-0.9,1.07,-0.6820526489409714,1.7653255126674314,,,,0,4,Top,,,,,,,3.2367614298399765,-133.70492506345957,-7.641018803578949,-11.544864682822798,24.761332738685795,-17.95843567935645,3.61070668297297,1.6707247809619,,,,93.1,2199,6.7,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.8,,,,,,,,23,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,199,0.006,-0.054,,,,,0.054,,-1,1,0.38,0.62,32,27,33,28,2,1,6,1,5,1,1.6,0.9,0.9,43.0,,,,,
ST,2024-07-04,81.0,-1.3,6.16,"Taillon, Jameson",664761,592791,,called_strike,,,,,2,,R,R,R,CHC,PHI,S,,,0,0,2024,1.07,0.04,-0.2582450966957114,3.090115078174913,,,,0,4,Top,,,,,,,0.2782889860247642,-118.09231158707468,-0.3957932617591503,10.05180987247574,20.45494123747016,-31.87808935422912,3.61071668875115,1.6707318665262,,,,81.9,2627,6.6,746857,621512,621550,663538,623520,621020,664023,641355,673548,53.94,,,,,,,,23,1,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,76,0.003,-0.037,,,,,0.037,,-1,1,0.377,0.623,32,27,33,28,2,1,6,1,5,1,3.39,-1.07,-1.07,44.7,,,,,
SI,2024-07-04,96.0,2.01,6.07,"Sánchez, Cristopher",621550,650911,field_out,hit_into_play,,,,,5,Patrick Wisdom flies out to right fielder David Dahl.,R,R,L,CHC,PHI,X,9,fly_ball,0,2,2024,1.31,0.5,-0.0624178954274217,2.332206024390957,,,,2,3,Bot,176.0,118.0,,,,,-8.556847085123042,-139.62116745338807,-5.5370226571553705,18.991453687595698,28.777667699966077,-24.55944098177891,3.36,1.56,264,94.3,50,97.4,1978,6.9,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.56,0.003,0.003,0.0,1,0,0,3,22,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,118,-0.008,-0.157,79.0,7.4,,0.004,0.157,94.3,-1,-1,0.385,0.385,27,32,28,33,2,1,6,1,6,2,1.96,1.31,-1.31,32.2,4.737976782361038,3.454696296697961,31.4993498632314,38.51819975273233,25.266325379165863
SL,2024-07-04,85.9,2.11,6.12,"Sánchez, Cristopher",621550,650911,,called_strike,,,,,6,,R,R,L,CHC,PHI,S,,,0,1,2024,0.02,-0.28,0.389892124600218,2.477029849042875,,,,2,3,Bot,,,,,,,-4.162935539991085,-125.03602086126664,-1.8079921446678315,1.059953425561017,25.200363223985967,-34.964078296592206,3.35136657463947,1.55132057653955,,,,86.9,1928,6.9,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.62,,,,,,,,22,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,320,-0.003,-0.058,,,,,0.058,,-1,-1,0.388,0.388,27,32,28,33,2,1,6,1,6,2,3.37,0.02,-0.02,33.0,,,,,
CH,2024-07-04,86.1,2.25,5.97,"Sánchez, Cristopher",621550,650911,,swinging_strike,,,,,14,,R,R,L,CHC,PHI,S,,,0,0,2024,1.44,0.01,0.3317312325036305,1.14743559983074,,,,2,3,Bot,,,,,,,-7.613503625751268,-125.16378403963158,-5.293382764608919,16.6687319342692,24.78576866956604,-31.179905346090536,3.36,1.56,,,,87.5,2066,7.2,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.31,,,,,,,,22,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,103,-0.002,-0.041,72.7,9.3,2.848062012,,0.041,,-1,-1,0.39,0.39,27,32,28,33,2,1,6,1,6,2,3.07,1.44,-1.44,28.0,25.477560448571445,-26.992212992031657,34.65798479189221,45.3260427188422,41.15619743911597
CH,2024-07-04,86.1,2.25,6.0,"Sánchez, Cristopher",663538,650911,field_out,hit_into_play,,,,,14,Nico Hoerner lines out to shortstop Trea Turner.,R,R,L,CHC,PHI,X,6,line_drive,0,2,2024,1.44,0.07,0.8685431732071018,0.92952104816411,,,,1,3,Bot,107.08,136.77,,,,,-6.326475108516305,-125.22882417532152,-6.088800016444331,16.38693569940142,23.79323169609337,-30.40559715644611,3.27,1.55,167,69.3,14,88.0,2034,7.4,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.13,0.371,0.334,0.0,1,0,0,2,21,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,104,-0.011,-0.162,63.1,8.2,,0.394,0.162,88.0,-1,-1,0.401,0.401,27,27,28,27,2,1,6,1,6,1,2.99,1.44,-1.44,27.4,11.12467015542866,-4.221466973690958,37.243424766700464,47.42751391820688,30.948369095931948
CH,2024-07-04,84.9,2.19,5.88,"Sánchez, Cristopher",663538,650911,,foul,,,,,14,,R,R,L,CHC,PHI,S,,,0,2,2024,1.47,-0.02,0.4115924863111162,1.0166102752864203,,,,1,3,Bot,,,,,,,-7.231500027502748,-123.4177965963804,-5.121969846210232,16.41012188833148,22.589002112320863,-31.59753330619542,3.27,1.55,169,62.9,34,86.5,2174,7.2,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.28,,,,,,,,21,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,107,0.0,0.0,60.8,7.8,,,0.0,88.0,-1,-1,0.401,0.401,27,27,28,27,2,1,6,1,6,1,3.17,1.47,-1.47,29.8,4.045164469940066,1.723607580705466,45.91384187739858,41.422248273905794,24.45126958486376
SL,2024-07-04,85.6,1.92,6.0,"Sánchez, Cristopher",663538,650911,,swinging_strike,,,,,13,,R,R,L,CHC,PHI,S,,,0,1,2024,0.01,-0.01,-1.3868645804920767,1.574858690322643,,,,1,3,Bot,,,,,,,-7.914895996359916,-124.48545418645014,-4.190442916982467,1.6078609026495496,24.09147245073657,-31.670618671808057,3.27,1.55,,,,86.8,2022,7.0,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.51,,,,,,,,21,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,320,-0.005,-0.057,66.4,7.7,2.165886588,,0.057,,-1,-1,0.406,0.406,27,27,28,27,2,1,6,1,6,1,3.12,0.01,-0.01,32.9,14.018498332113245,-15.92163472255747,47.43421424765839,19.3089625557048,27.683029092953213
SI,2024-07-04,94.2,2.01,6.18,"Sánchez, Cristopher",663538,650911,,called_strike,,,,,12,,R,R,L,CHC,PHI,S,,,0,0,2024,1.45,0.37,0.955089010087932,3.1056551438476925,,,,1,3,Bot,,,,,,,-6.032266219559205,-137.1804363589119,-3.160129650590582,19.613039701579957,28.585740955085107,-27.06297500541731,3.35486797289977,1.6036777235793,,,,95.7,2134,7.0,746857,596117,665019,681082,664761,607208,669016,679032,621311,53.5,,,,,,,,21,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,121,-0.003,-0.037,,,,,0.037,,-1,-1,0.409,0.409,27,27,28,27,2,1,6,1,6,1,2.19,1.45,-1.45,34.3,,,,,
